Id,SalePrice
2658,134293.17828902602
2718,185376.79822275043
2414,180869.9688367322
1989,128763.6429240331
625,177755.60033997148
333,108082.49816198647
1327,124028.6768252477
858,148330.99568573385
95,197055.8710771799
1568,152503.86682467908
2482,160634.8990817666
1364,139232.90895032138
2584,173048.0613731742
818,386414.26043859124
2673,165756.14323542267
2089,129295.89338637888
1297,136105.72031710297
790,125716.79746568203
2616,192607.3648505062
720,196578.9643605724
222,139725.649963215
557,122707.40095677972
1148,203091.15756113082
2766,140052.40987008065
534,214872.297206074
1452,113560.90522772074
630,131447.71312077343
2648,118055.72510135174
125,142458.34414239973
1904,90132.50003930181
1670,113211.37436228245
756,109489.8588032201
717,259612.3800830692
1032,151551.73442751914
852,218761.99988556653
1731,175082.10464799404
2639,115246.84398409724
2071,85209.62270642817
1267,102762.63239116222
1851,200648.91283394396
567,159196.3613973409
2439,218360.98365353048
1898,163647.9197993651
647,147846.53058797866
2256,204306.8980653882
979,125991.56873036176
1444,210795.15533091873
2485,113771.20198909938
157,123890.3332843408
88,123666.23198167235
2003,114661.74773626775
186,236169.09609075636
1425,284987.06121340394
2695,128046.74745588005
738,98659.34084584564
395,158275.05196274072
1353,153964.58396784216
1878,142101.3908907175
390,161379.19659177214
1456,233280.26181625575
1103,322926.32679959387
1387,126266.57828256488
2070,143315.52090853453
1199,175156.67684343457
2479,171122.72279249132
501,327215.8322765976
2362,99773.91138406098
1718,196785.11586241424
2188,87370.44421193749
1483,137116.95259280503
2557,87885.03832223266
437,342804.98024339974
2224,194084.84566950798
1628,159075.9817319736
397,126395.58738122135
587,211302.08257753402
971,160731.37038708478
2611,153661.75961326063
1887,88408.45672149956
2399,334792.23492448777
2148,213780.76500477642
304,114515.5922177583
1997,129086.42422435433
2817,123783.32841235399
1431,180807.2935783118
427,371259.20128665864
263,119513.42786514759
598,157258.45864536613
2895,247860.26508202404
687,166752.59732123464
1822,133387.12049731612
2191,107352.83733950555
179,139269.67745183408
1009,188031.5602473691
2010,121730.76327013224
1991,131911.06673794985
1411,155771.18276592344
1721,253879.92217747122
1144,191961.34569513053
593,203205.30735953152
575,266760.1239122823
1249,178643.3618034199
1604,121631.2036408186
1064,521187.22536882013
1923,152664.1291763857
1988,100853.23144726455
2325,162426.48287838697
114,209167.0271594897
2700,205407.2571492344
217,132933.76433072984
343,166392.4194760695
386,238202.68767519295
2005,101546.2526377961
2908,150681.2129260376
1814,211862.3481479138
2446,520063.22206341475
208,132471.30494763702
1679,127962.61070483923
822,336992.8510026634
6,182340.00106420368
1781,408164.005807966
2397,272948.46326613426
2340,302632.58866277337
1618,165862.9005034864
2843,113791.0092721358
1061,360020.1805418283
2786,112720.43960544467
1935,135211.2054138109
1341,110606.54636758566
521,308038.67261210084
2136,116632.99460539222
996,185189.91877917945
227,131738.12732132524
135,160738.41898697615
1167,173123.40696166456
294,218635.8908379078
1776,208976.734654136
540,201105.84654572606
1717,196785.11586241424
2303,112992.95133202523
116,193229.75282467902
127,130982.30416246504
1371,132541.4539975077
1014,185797.08567905426
1507,94100.90709261596
702,141975.744442977
750,146571.60302443802
261,133529.76481431723
1559,87969.39860409498
577,252902.18801122904
2812,206929.8202008009
2080,151366.5451495722
1368,130579.82396005839
2376,112107.44577742368
659,109405.37770484388
1235,124119.61875888705
332,101097.15790432692
1917,133253.83029168844
2094,242271.8487901166
1460,273750.38208226115
1471,193436.16148670018
1509,122501.33444387466
1922,138495.65314825624
433,526242.0472705215
460,262676.6779836491
1116,269354.68866118044
1137,181560.32945311815
53,179493.35894545913
2354,255793.76266590506
1475,212803.33502722532
1761,645170.2557993755
842,140987.62451580167
2739,162487.298575826
2509,152024.1782496646
1007,206353.42161688954
2610,172007.46432246268
1952,92893.77945321798
2719,184091.5378452763
2921,105593.93434528261
1966,136752.45540118963
292,117144.58912970126
1204,190297.47206611186
1829,252797.63220845163
2419,187650.81941060722
391,149913.872736156
798,114794.17677503079
481,184932.3145968616
193,215244.65913387388
555,122307.20187487453
899,83068.3183657229
2357,171928.75193541497
328,118672.35228517652
1356,119090.4521574229
1154,110114.05995695293
1730,179756.85154049098
2249,135828.62707030028
1119,264331.2783099264
2856,126645.5752742365
1394,133777.95968586951
2587,118191.33325348794
61,336835.90417152643
2661,217879.62459685653
2711,125320.4387184009
1147,181757.48481474072
757,133945.6516089216
2623,91298.70934259146
2378,151689.1749752164
1413,138686.54726209491
1722,225412.89339536428
1112,225489.96710526943
1623,191218.82776270062
1201,176616.9187260568
1513,123112.50807387382
957,249824.69213469326
1171,263686.61533048004
1145,191695.68210680783
2726,252138.9525449425
703,142941.4472841546
760,89596.39996726066
1964,137435.63732892275
2512,172148.22351578623
159,175390.71933360398
1281,164392.29514243454
468,177416.05546082556
290,124196.2114637196
665,110064.71523005515
1463,285530.4921186194
1792,236425.9793926552
923,140566.53214289248
500,277127.9777223915
1408,161779.10601376742
331,91696.1488622129
170,93577.1657815054
2192,102473.42048888654
2571,316528.67256129533
2314,163693.97259169817
2647,100954.03279090673
422,415107.14275959134
2457,394908.7100353986
1838,202943.00391884893
2805,255745.70280237496
1645,162138.7787680179
1711,308879.1134171933
2825,265303.1832019016
322,391562.0327007547
2103,289842.9786999598
342,122242.61094151437
600,105271.26143738627
488,199487.9393580556
