Id,SalePrice
2658,143305.19312006235
2718,163744.04494904354
2414,173690.52817153186
1989,127190.47074026987
625,176356.33334092423
333,104208.82975222543
1327,131908.23135248944
858,155609.11928166822
95,213958.304428678
1568,154070.84389431775
2482,158621.04641613737
1364,142350.24587870762
2584,171854.07964887843
818,394846.7297264002
2673,166500.41092042252
2089,137231.65863292292
1297,158360.1928803362
790,127657.105665382
2616,203479.1256645061
720,178639.49895463884
222,141862.36866570264
557,123357.63535079733
1148,213074.96739117056
2766,138377.4773822613
534,206689.58075514063
1452,116216.41533699259
630,126546.75283081457
2648,106240.49935762212
125,145800.5758347027
1904,82227.93799343333
1670,121124.39106909558
756,104037.5490340069
717,269123.76974001154
1032,160913.10009960458
852,221006.08605105802
1731,167608.86802886054
2639,116728.3445568122
2071,96262.76069913432
1267,115430.13831758872
1851,204241.97603938356
567,151228.82613809034
2439,219443.46452999115
1898,161449.89854585752
647,152338.81365309283
2256,209357.97580153868
979,122211.10386286303
1444,218298.30782131478
2485,119018.42984668538
157,129466.82996241376
88,125819.73676175997
2003,117491.15423293039
186,222351.7910249792
1425,278638.74053418264
2695,135586.25331493467
738,102702.5306870155
395,161573.01091255248
1353,165100.1029475741
1878,143285.7260182239
390,161651.13658667728
1456,240191.30072465166
1103,342562.7860151455
1387,121385.87812327966
2070,145812.47651910782
1199,172682.5442919694
2479,170205.52874498442
501,328434.23232626915
2362,97602.94762192294
1718,204629.41695614532
2188,92933.27810805663
1483,133687.97842774168
2557,89902.48730466887
437,340117.4290182851
2224,190756.02164926007
1628,154150.0311190337
397,129285.96770813689
587,207635.9722562842
971,171591.3743598722
2611,153975.91346500814
1887,94875.52841078117
2399,327977.5484961532
2148,214008.30392563716
304,103350.86850005761
1997,138274.0416575037
2817,120165.1334684752
1431,181663.52633534372
427,367392.98937535286
263,119847.16435692087
598,157675.06634431332
2895,250605.25548956543
687,169081.2825002633
1822,135675.713101089
2191,104650.98207085952
179,145170.9363775514
1009,185694.57825385034
2010,127235.94521304592
1991,142654.40938724577
1411,154657.2660319321
1721,257061.53578017652
1144,193151.04118426144
593,204388.58781490847
575,275790.26312499866
1249,184042.37612718716
1604,119897.43396763504
1064,515386.8922922984
1923,154591.11953787133
1988,104069.49708193168
2325,159078.24446580186
114,209459.29300079122
2700,196596.3519466929
217,115735.00321632251
343,166844.2943191342
386,245260.2952250652
2005,119188.27496668324
2908,141894.4966548942
1814,218112.6191667132
2446,547469.4169818759
208,126823.14442222938
1679,128759.5558270365
822,324218.44897868484
6,180950.88909321278
1781,410434.0962138958
2397,275304.3571689017
2340,298135.12697711214
1618,161742.99644036964
2843,90401.34888030589
1061,367126.32064624876
2786,113916.34618049487
1935,138608.84528876469
1341,115127.63737051934
521,298808.699154377
2136,115784.72638656944
996,184063.3689854741
227,135333.6234142147
135,166130.84524412826
1167,168636.81261700392
294,225568.6196861416
1776,212724.5790090114
540,191478.52947529778
1717,204629.41695614532
2303,111078.04275272787
116,199997.9054000415
127,135640.07297001407
1371,135968.57839152217
1014,180794.84917915612
1507,106987.31484138593
702,158789.96650763974
750,150958.53099681064
261,132344.46891649067
1559,90630.58818931878
577,247190.6849241145
2812,208651.84804766998
2080,151504.74274652824
1368,129196.69917243347
2376,117147.8415496163
659,108984.71237067506
1235,127452.56123790517
332,92357.90383743867
1917,135040.14183831587
2094,258214.2332200259
1460,299031.5060390569
1471,189298.00725427642
1509,130350.39669634029
1922,141573.54900165275
433,526850.3086367063
460,257560.38073370606
1116,267337.6412849426
1137,175552.31261044368
53,171060.38077151403
2354,255463.0892078802
1475,211629.05728883296
1761,685433.8135628141
842,138834.01628011093
2739,153010.18742939457
2509,144294.59515496716
1007,196865.76415785402
2610,172180.85748709738
1952,87657.05517339706
2719,162935.7664898336
2921,104451.5888899006
1966,138303.99059567228
292,111291.99081261083
1204,200034.48889796808
1829,254777.4367599599
2419,183887.21916256845
391,158113.09856155887
798,117536.6111035198
481,181976.15650857612
193,210953.74280219153
555,124771.96938319132
899,80479.90073519573
2357,186730.0717141144
328,119166.43140741065
1356,109584.50482110307
1154,112621.87963337824
1730,172194.89840063825
2249,133744.92741001397
1119,269381.8303161822
2856,125582.22352081165
1394,126481.67203560099
2587,126593.91090379283
61,358564.9952756725
2661,227688.2022284679
2711,125703.3416123949
1147,181997.70296764
757,132801.2726949565
2623,92381.44948351756
2378,155349.8722835146
1413,145292.9908620119
1722,220960.44130361453
1112,221446.7053269036
1623,189019.91047148034
1201,182531.79579991475
1513,134692.2560253963
957,241765.47900349647
1171,264944.2993387766
1145,195000.19210938737
2726,250473.15085710958
703,143156.69503356144
760,86977.17969327793
1964,139899.2160804011
2512,170392.26351227984
159,174969.4654370211
1281,159520.95799765736
468,168596.45329522714
290,120776.6332806237
665,97728.69260222837
1463,296585.58759569004
1792,240666.91950696334
923,142668.7618594393
500,293088.82025355473
1408,179346.55018150434
331,84976.71350672469
170,82796.00686005875
2192,101197.68337265402
2571,308185.52531339973
2314,159293.3120513484
2647,101303.38426467776
422,426840.4285483435
2457,380763.68884655833
1838,203799.61989225447
2805,263893.4759384133
1645,161793.13149800524
1711,306153.5127650611
2825,262700.9574666321
322,368149.3759016022
2103,284101.7361481823
342,130206.07635554671
600,107612.64154207334
488,197990.23779454455
1725,335273.93341232836
2246,265220.5714952722
2847,170245.30477513
806,248831.5763077587
530,240874.67420061678
963,177665.78000588343
2678,92368.7031368576
171,101235.84663061425
2401,415260.8810613416
805,218664.38233722746
2259,228963.49243814498
1748,160123.7249406688
1361,138013.53026173636
1677,129325.62700930238
1406,147621.89636733383
2322,223531.31013912335
688,159914.78416334838
143,144554.84433974698
804,189522.9111900255
1214,170518.4135119021
2828,147299.20917642117
1999,203618.18528978154
2467,196654.5265195258
2665,161543.95449308679
1538,352330.6049069315
398,109682.48330682144
2822,139867.31588828564
2157,133069.37497313693
1856,171381.82017641887
1269,127102.19833568111
2570,125079.98019563034
2320,251894.3919366561
1517,127946.31272555515
2304,118731.96322790906
1312,94786.64771908149
2012,137869.8652804345
506,209830.46320955828
2865,178122.47848948836
2367,101336.67450904846
554,117137.22060339153
238,138951.19178086147
1954,113959.17796074972
2488,173685.00835251436
2291,105619.7051252164
1969,112393.78953785822
2725,158539.2394172363
1482,133687.97842774168
2763,197842.27323000506
503,242559.85668681934
1584,228791.04394452646
1531,142401.43104148656
2210,176119.42734136805
459,342357.98608976975
556,130292.25098872557
1347,141030.91914356872
1290,95560.41787242517
1388,112154.32861923799
1571,162048.4770636633
2754,201638.71672143787
765,120793.88715193048
2494,125074.41359555349
2870,159111.90874870867
7,216785.1279222779
1114,238236.7566399835
2418,293964.6981379688
291,99099.6949817054
18,371164.76289760694
39,351876.68088387325
1001,281483.03389455006
2442,238824.75602566078
616,119142.78338592872
2680,65892.93120546266
1414,97933.1802318953
289,128003.84178493544
40,271641.5051585473
860,126569.86148571968
409,122922.59928353131
673,156515.02408910915
2427,170979.07774347067
2036,209095.15663465858
2564,125415.64204847068
642,155392.99226152152
1008,176108.93489764258
1908,157277.6659824215
2519,197291.7369963713
1369,90784.62511495873
2855,155964.24578644335
712,96411.89944376424
1943,96421.75085028633
1958,136823.72671904787
107,122696.62190346792
2295,184627.90712785348
704,95193.75192215666
676,123924.50200549886
259,183805.9104384221
93,300611.59511904046
106,236369.74496703967
2315,184625.86170590296
1050,113679.36815458536
1095,183050.88020894304
2709,134238.14620567486
758,157561.81590528414
1496,160780.60412181914
2370,129188.476216048
2458,264689.12973466143
2733,119614.54481433332
161,267491.54068044946
726,179028.59854800627
845,213338.8985307105
947,269807.03069650754
2232,124457.13125015423
2563,133146.7219124101
2299,137503.94364497438
211,105100.72636502609
605,151482.91933563352
1478,204379.86842494085
2247,267197.33358298615
2274,179221.354587771
2869,160928.52618831024
967,227014.0868971236
2656,123455.07572475448
667,238470.15246588364
1042,106036.4809567593
2023,147093.33253781497
2447,396044.7421221845
2055,125890.92652621493
2275,296188.19785520434
2204,161074.36644767225
1563,266051.57744536176
483,204509.2146838978
796,117956.36571197212
1526,136107.34670638666
2042,156854.42425903305
442,337419.0065970123
1693,317792.83452479914
1468,213271.1261720471
1430,178047.72503344715
2605,129836.12293927372
1529,164502.475328397
335,135146.04966306686
1287,156745.3467979096
31,110313.82895390317
1785,260439.45148596168
82,157225.901931677
2620,128471.5459432602
252,197832.38848823681
721,76161.45065644011
2165,180302.73468628153
2316,168302.9191974625
775,123756.09983627126
1558,76458.53970236704
17,219254.46401843056
1022,236087.71446716785
925,112702.37150016055
438,294377.88014825806
1270,134779.1688931547
1272,125012.11116717756
215,126074.21427012607
266,223455.92414993793
2402,264181.2444235943
1250,128413.46355731785
1984,115968.30197839066
1279,136824.51713884994
377,252433.5716089569
1252,139394.13613678887
2156,266200.7218764089
499,320102.40801592544
1374,121626.17070221901
2898,275226.771349784
401,111226.41467901692
2721,172918.489058692
2078,267422.04088892415
2589,126022.85805411264
1946,262650.45283348486
1334,121847.9779432714
2781,237896.7124919407
431,411997.8758764602
576,196410.72194736078
1474,208023.7158599086
2254,132113.86211422086
2155,300855.30476018414
885,118418.0767519623
643,140152.82773897797
1944,128410.68532177433
480,190962.0865116492
2845,101077.93744177744
2387,335031.93956407905
2407,202949.85373312607
2527,161053.07519851625
2514,128539.57295159623
629,181811.94580863044
80,213206.36587029323
1876,126308.34273846075
1546,136841.94132674858
2518,166623.5138022788
2347,154495.57049476728
783,188377.269003395
1322,82099.26090138778
194,89450.21084310114
1770,296835.06033342704
2143,131745.14102409407
1229,196788.60298506543
511,290837.5110440366
46,205797.9365769215
1348,180961.72339112684
2465,194246.47161062807
387,233543.73147990927
873,202806.61741185933
1918,123736.68160643801
2764,226692.11407497153
2184,133269.69701050222
934,133915.1732036397
1920,132644.95216185972
2631,136110.69938739017
1768,670020.4813742153
2040,113269.26970241964
1749,217146.3846778348
834,231938.76334376633
1457,259618.638648998
79,107932.31226272881
2302,111375.6747019589
1817,122711.49798129499
2755,250141.63404085115
359,161533.8134117797
2059,114415.25267219543
2092,231809.73596473783
2516,251656.59885876998
150,121569.6670617424
1656,148157.93332906812
83,102089.44325229898
2411,176250.67159613967
795,86371.15879679099
2312,246511.22738194093
2917,81648.10060177371
1624,169859.39526693895
2215,304694.67377081886
1211,148451.3049022667
1485,133612.35479526594
1024,147745.0561136678
570,195962.09520632774
2874,136454.36596770212
700,104898.81507698819
2756,234776.17069272697
2022,187583.65497758985
583,217668.18455663696
2392,354386.2373280637
2424,203460.45079339296
212,109159.31278803572
736,136639.2649499476
1610,157690.03656212986
890,117412.28893652186
467,168262.41217426583
578,214282.55674091354
1747,159717.76631165668
1149,159348.39098985493
2758,239633.97616729885
857,131955.70714401826
2219,271611.30936934054
733,108594.77230308577
2909,96874.16461619362
1798,291752.3109964207
235,101001.66356420144
2366,135616.13086365163
1027,133075.0180885084
1195,139249.90659261867
1303,83865.76596514136
148,180857.5436501056
608,148364.84532500803
2515,172415.068300955
821,281874.0570369251
2500,282552.21951074153
745,117814.28126530349
741,136251.1184415333
1611,105131.11079345271
2532,109797.82266451046
1081,220043.90668309107
1692,443605.31619014964
2520,167117.28201921657
276,114657.9789047502
1992,130068.00952650234
663,79785.81297246739
418,129334.32367165387
1733,186591.29063514248
2359,137495.79071781784
253,193447.99792466313
1518,166353.6164266728
2035,135010.45956250653
2919,92357.90383743867
1540,228594.33512977883
2120,151595.5218995139
1674,182642.19974496216
256,147066.51182632148
2361,105320.82432071865
978,91785.59859931841
2280,163492.36007904634
2095,210898.46961054206
1709,321936.7619020641
2801,244223.80195152387
1246,108063.42093371972
2373,102550.35203465447
1055,275601.9739826508
2017,121880.77913708612
1099,269734.9596484341
1344,106735.38138528541
835,175783.9844220467
