Id,SalePrice
2658,173147.40285844496
2718,231546.33004555572
2414,183879.89605420106
1989,126081.55215425696
625,188296.3362589334
333,83138.1920888389
1327,110153.21750044194
858,153724.2589996357
95,215670.9988305075
1568,159368.33157021506
2482,165297.82420109143
1364,138394.11142521794
2584,176535.18313418212
818,283390.6394978438
2673,184364.51148438035
2089,102922.39386241534
1297,159554.53888497036
790,118374.3624369381
2616,200050.63051322382
720,216231.98700466938
222,132885.1642250698
557,118994.23301859549
1148,216853.33245054283
2766,143578.5430172761
534,217004.68136174278
1452,104060.78012217279
630,128451.73060373985
2648,139237.34670824208
125,140396.9584337459
1904,-4661.089979545679
1670,104650.33699764311
756,97499.70528149582
717,307549.3321818048
1032,156243.01105867676
852,230407.37833241746
1731,181401.39662926085
2639,135685.2973345043
2071,45501.44260540209
1267,80234.12462482508
1851,214119.63655244885
567,152100.6693455542
2439,220032.44670842052
1898,170776.05361489882
647,149757.22416654415
2256,217243.30807494698
979,99539.70015999652
1444,226111.96273891674
2485,102006.0612790375
157,118159.32117191982
88,116740.75760642788
2003,104594.66747025028
186,214231.86643787473
1425,281295.58233446884
2695,136107.50097265933
738,85156.10355255846
395,158477.29471629695
1353,175360.062821178
1878,155833.92063434515
390,172204.18075948302
1456,246303.62394523504
1103,326228.55476550595
1387,125396.16191161098
2070,144606.85675452184
1199,202866.86750035547
2479,172704.24703786452
501,322131.94889425975
2362,63903.84293274791
1718,210899.3489733655
2188,30084.929871856933
1483,143413.6297049711
2557,56334.93957649241
437,327803.46565245884
2224,210268.02620150172
1628,159455.37888317648
397,123964.0296032594
587,229165.13241446693
971,137676.29470003303
2611,157887.35412550834
1887,54134.67855065479
2399,315414.0539318172
2148,222076.93123545963
304,137604.4076176344
1997,135469.07403388317
2817,108105.97292028507
1431,182459.20143632218
427,365363.0552204412
263,111750.00505078048
598,161968.3347083386
2895,255688.48205038812
687,184667.49709672015
1822,124036.30463683
2191,106642.127525697
179,146664.5843710485
1009,202293.98472733423
2010,105837.45383095252
1991,155707.86124433205
1411,168767.1939528552
1721,260925.2540549757
1144,195489.95317057497
593,225814.4166653608
575,273575.5922604413
1249,179408.74123919173
1604,111170.72833651095
1064,434020.19514450687
1923,157711.7818440441
1988,80922.72589790402
2325,159645.4133584462
114,200935.469511271
2700,237352.59786783438
217,158881.90337149473
343,182910.32847720245
386,255670.02171058417
2005,74773.43246306549
2908,137400.85075869574
1814,222692.3061140722
2446,451776.9372955358
208,144636.17787671508
1679,109936.53520073602
822,311928.904070318
6,183125.27253104025
